+ (1)  软件版本信息
-      软件版本 = " version:2.3.0725 "
-      版权声明 = " 武汉迈普时空导航科技有限公司@CopyRight 2011-2018 "

+ (2)  数据路径
-      工程路径 = " E:/NavData/IntegratedNavData/20200703wnlbs/5/5.ini "
-      数据(惯导) = " E:/NavData/IntegratedNavData/20200703wnlbs/Com18_0703143107_around_wnlbs.bin "
-      数据(流动) = " E:/NavData/IntegratedNavData/20200703wnlbs/5/GNSS/5.pos "
-      数据(结果) = " E:/NavData/IntegratedNavData/20200703wnlbs/5/Loose "

+ (3)  重要处理参数
-      处理模式 = " 松组合 "
-      惯导仪器型号 = "  "
-      杆臂安装信息 = " -0.700,-0.250,-0.700 "杆臂量取至L1相位中心
-      目标杆臂信息 = " -0.700,-0.250,-0.700 "
-      基准站的坐标 = "   30 29 17.598715, 114 33 26.740074, 72.2410(m),  0.0000(m),GSL1-2020_07_03 "

+ (4)  时间信息
-      时间(导出) = " 2020/07/13 15:03:36 "
-      时间(数据) = " 2020/07/03 06:31:46 ~ 2020/07/03 07:21:06 "
-      时间(处理) = " 2020/07/03 06:32:33 ~ 2020/07/03 07:21:06 "

+ (5)  结果描述
-      平面投影信息 = 3度带投影,带号38,中央经线114,投影类型:高斯投影

+ (6)  文本输出信息
-      GPSTime      = GPS周内秒                         
456577.000    30.4851213378   114.5580362865     20.917 
456578.000    30.4852649216   114.5580400756     21.136 
456579.000    30.4854116566   114.5580439906     21.367 
456580.000    30.4855613731   114.5580484756     21.600 
456581.000    30.4857138558   114.5580530461     21.844 
456582.000    30.4858657433   114.5580560189     22.076 
456583.000    30.4860131490   114.5580578105     22.313 
456584.000    30.4861561387   114.5580589563     22.548 
456585.000    30.4862962332   114.5580595637     22.755 
456586.000    30.4864341969   114.5580598508     22.974 
456587.000    30.4865704236   114.5580601422     23.187 
456588.000    30.4867050382   114.5580606669     23.417 
456589.000    30.4868370146   114.5580617905     23.617 
456590.000    30.4869660327   114.5580629520     23.831 
456591.000    30.4870937813   114.5580643107     24.012 
456592.000    30.4872199981   114.5580655437     24.211 
456593.000    30.4873430044   114.5580666982     24.397 
456594.000    30.4874626426   114.5580674441     24.590 
456595.000    30.4875791609   114.5580681076     24.779 
456596.000    30.4876916785   114.5580689989     24.954 
456597.000    30.4878014099   114.5580700420     25.145 
456598.000    30.4879091078   114.5580717785     25.303 
456599.000    30.4880151811   114.5580739528     25.458 
456600.000    30.4881196341   114.5580757471     25.625 
456601.000    30.4882226223   114.5580779611     25.800 
456602.000    30.4883242409   114.5580807890     25.967 
456603.000    30.4884230189   114.5580837466     26.121 
456604.000    30.4885171885   114.5580871002     26.246 
456605.000    30.4886059607   114.5580900555     26.416 
456606.000    30.4886868932   114.5580918898     26.548 
456607.000    30.4887577677   114.5580942498     26.655 
456608.000    30.4888211817   114.5581053291     26.773 
456609.000    30.4888732943   114.5581335975     26.897 
456610.000    30.4889107298   114.5581800079     27.028 
456611.000    30.4889293533   114.5582423743     27.171 
456612.000    30.4889268581   114.5583147012     27.273 
456613.000    30.4889133477   114.5583939009     27.393 
456614.000    30.4888992078   114.5584810982     27.522 
456615.000    30.4888852747   114.5585759789     27.636 
456616.000    30.4888724930   114.5586783319     27.718 
456617.000    30.4888610308   114.5587877960     27.840 
456618.000    30.4888482481   114.5589035740     27.982 
456619.000    30.4888328711   114.5590249160     28.143 
456620.000    30.4888146449   114.5591513406     28.283 
456621.000    30.4887951532   114.5592829781     28.429 
456622.000    30.4887760114   114.5594194862     28.585 
456623.000    30.4887569222   114.5595600173     28.720 
456624.000    30.4887371038   114.5597041874     28.827 
456625.000    30.4887166521   114.5598520095     28.893 
456626.000    30.4886955715   114.5600011958     28.945 
456627.000    30.4886742830   114.5601501936     28.989 
456628.000    30.4886527540   114.5603011206     29.024 
456629.000    30.4886310374   114.5604543630     29.049 
456630.000    30.4886090381   114.5606097424     29.105 
456631.000    30.4885870240   114.5607647257     29.163 
456632.000    30.4885642037   114.5609186240     29.201 
456633.000    30.4885411817   114.5610727392     29.253 
456634.000    30.4885184672   114.5612288435     29.294 
456635.000    30.4884962972   114.5613875406     29.344 
456636.000    30.4884741873   114.5615481149     29.393 
456637.000    30.4884522003   114.5617075149     29.447 
456638.000    30.4884298663   114.5618657386     29.486 
456639.000    30.4884073634   114.5620234793     29.547 
456640.000    30.4883850913   114.5621789934     29.592 
456641.000    30.4883629799   114.5623308882     29.632 
456642.000    30.4883408971   114.5624807281     29.666 
456643.000    30.4883185525   114.5626299686     29.688 
456644.000    30.4882961926   114.5627790540     29.681 
456645.000    30.4882737779   114.5629271575     29.661 
456646.000    30.4882516935   114.5630724046     29.602 
456647.000    30.4882294050   114.5632164305     29.550 
456648.000    30.4882066176   114.5633619813     29.506 
456649.000    30.4881833183   114.5635093402     29.462 
456650.000    30.4881602895   114.5636543569     29.431 
456651.000    30.4881385991   114.5637921792     29.421 
456652.000    30.4881195249   114.5639138580     29.395 
456653.000    30.4881011092   114.5640121930     29.398 
456654.000    30.4880790595   114.5640814500     29.424 
456655.000    30.4880528372   114.5641237708     29.399 
456656.000    30.4880220392   114.5641467713     29.344 
456657.000    30.4879900101   114.5641545410     29.276 
456658.000    30.4879535897   114.5641494117     29.181 
456659.000    30.4879111995   114.5641355659     29.046 
456660.000    30.4878598440   114.5641173703     28.867 
456661.000    30.4877991706   114.5640943282     28.673 
456662.000    30.4877298528   114.5640659214     28.471 
456663.000    30.4876532638   114.5640319559     28.261 
456664.000    30.4875698366   114.5639941500     28.060 
456665.000    30.4874833483   114.5639565337     27.864 
456666.000    30.4873954892   114.5639197882     27.687 
456667.000    30.4873033504   114.5638813441     27.488 
456668.000    30.4872062011   114.5638395888     27.302 
456669.000    30.4871087532   114.5637959037     27.112 
456670.000    30.4870134987   114.5637519498     26.931 
456671.000    30.4869207421   114.5637080019     26.753 
456672.000    30.4868315626   114.5636648068     26.568 
456673.000    30.4867481008   114.5636261926     26.418 
456674.000    30.4866716967   114.5635930561     26.283 
456675.000    30.4866057416   114.5635660431     26.156 
456676.000    30.4865521790   114.5635442202     26.055 
456677.000    30.4865133138   114.5635255374     25.963 
456678.000    30.4864885686   114.5635136669     25.910 
456679.000    30.4864675891   114.5635062712     25.873 
456680.000    30.4864498443   114.5635020142     25.847 
456681.000    30.4864378211   114.5634989755     25.828 
456682.000    30.4864318725   114.5634974751     25.815 
456683.000    30.4864314307   114.5634973593     25.813 
456684.000    30.4864314231   114.5634973566     25.814 
456685.000    30.4864314277   114.5634973648     25.814 
456686.000    30.4864314332   114.5634973724     25.815 
456687.000    30.4864314287   114.5634973763     25.817 
456688.000    30.4864314326   114.5634973750     25.817 
456689.000    30.4864314331   114.5634973715     25.817 
456690.000    30.4864314398   114.5634973747     25.819 
456691.000    30.4864314395   114.5634973693     25.821 
456692.000    30.4864314387   114.5634973730     25.822 
456693.000    30.4864314362   114.5634973753     25.821 
456694.000    30.4864314338   114.5634973674     25.820 
456695.000    30.4864314416   114.5634973639     25.819 
456696.000    30.4864314397   114.5634973718     25.817 
456697.000    30.4864314397   114.5634973834     25.814 
456698.000    30.4864314354   114.5634973774     25.813 
456699.000    30.4864314414   114.5634973769     25.813 
456700.000    30.4864314407   114.5634973773     25.812 
456701.000    30.4864314407   114.5634973830     25.812 
456702.000    30.4864314444   114.5634973904     25.812 
456703.000    30.4864314445   114.5634973966     25.811 
456704.000    30.4864314457   114.5634973991     25.811 
456705.000    30.4864314504   114.5634974022     25.811 
456706.000    30.4864314575   114.5634974053     25.810 
456707.000    30.4864314511   114.5634974072     25.809 
456708.000    30.4864314481   114.5634973952     25.808 
456709.000    30.4864314535   114.5634973945     25.807 
456710.000    30.4864314426   114.5634974002     25.807 
456711.000    30.4864314331   114.5634974076     25.808 
456712.000    30.4864314429   114.5634974100     25.808 
456713.000    30.4864314484   114.5634974043     25.808 
456714.000    30.4864314449   114.5634973962     25.807 
456715.000    30.4864314430   114.5634973925     25.806 
456716.000    30.4864314431   114.5634974024     25.807 
456717.000    30.4864314448   114.5634974072     25.807 
456718.000    30.4864314467   114.5634973991     25.805 
456719.000    30.4864314385   114.5634973843     25.805 
456720.000    30.4864314356   114.5634973723     25.807 
456721.000    30.4864314338   114.5634973677     25.810 
456722.000    30.4864314352   114.5634973758     25.809 
456723.000    30.4864314374   114.5634973802     25.807 
456724.000    30.4864314314   114.5634973808     25.808 
456725.000    30.4864314264   114.5634973830     25.809 
456726.000    30.4864314398   114.5634973837     25.810 
456727.000    30.4864314441   114.5634973766     25.811 
456728.000    30.4864314398   114.5634973799     25.812 
456729.000    30.4864314415   114.5634973812     25.813 
456730.000    30.4864314421   114.5634973809     25.812 
456731.000    30.4864314480   114.5634973898     25.811 
456732.000    30.4864314533   114.5634973826     25.811 
456733.000    30.4864314566   114.5634973891     25.811 
456734.000    30.4864314487   114.5634973844     25.810 
456735.000    30.4864314445   114.5634973816     25.809 
456736.000    30.4864313426   114.5634973548     25.810 
456737.000    30.4864311995   114.5634973231     25.809 
456738.000    30.4864310875   114.5634972985     25.808 
456739.000    30.4864310163   114.5634972909     25.807 
456740.000    30.4864309815   114.5634972894     25.807 
456741.000    30.4864309423   114.5634972816     25.807 
456742.000    30.4864309112   114.5634972607     25.807 
456743.000    30.4864308877   114.5634972621     25.806 
456744.000    30.4864308561   114.5634972605     25.805 
456745.000    30.4864308226   114.5634972557     25.805 
456746.000    30.4864307854   114.5634972414     25.806 
456747.000    30.4864307358   114.5634972208     25.807 
456748.000    30.4864306881   114.5634972123     25.806 
456749.000    30.4864306409   114.5634972028     25.804 
456750.000    30.4864305919   114.5634971902     25.805 
456751.000    30.4864305481   114.5634971798     25.804 
456752.000    30.4864304998   114.5634971567     25.805 
456753.000    30.4864304163   114.5634971361     25.806 
456754.000    30.4864303304   114.5634971177     25.806 
456755.000    30.4864302675   114.5634970980     25.805 
456756.000    30.4864302098   114.5634970794     25.806 
456757.000    30.4864301703   114.5634970774     25.806 
456758.000    30.4864301269   114.5634970740     25.807 
456759.000    30.4864300996   114.5634970646     25.807 
456760.000    30.4864300723   114.5634970689     25.806 
456761.000    30.4864300347   114.5634970521     25.807 
456762.000    30.4864300029   114.5634970330     25.810 
456763.000    30.4864299844   114.5634970203     25.812 
456764.000    30.4864299589   114.5634970156     25.814 
456765.000    30.4864299400   114.5634970081     25.815 
456766.000    30.4864299242   114.5634970045     25.814 
456767.000    30.4864299030   114.5634970010     25.815 
456768.000    30.4864298726   114.5634969973     25.814 
456769.000    30.4864298560   114.5634969952     25.812 
456770.000    30.4864298477   114.5634969980     25.810 
456771.000    30.4864298285   114.5634969919     25.810 
456772.000    30.4864298001   114.5634969832     25.810 
456773.000    30.4864297832   114.5634969672     25.810 
456774.000    30.4864297656   114.5634969672     25.809 
456775.000    30.4864297462   114.5634969778     25.807 
456776.000    30.4864297272   114.5634969678     25.806 
456777.000    30.4864297026   114.5634969582     25.807 
456778.000    30.4864296900   114.5634969526     25.806 
456779.000    30.4864296832   114.5634969565     25.807 
456780.000    30.4864296746   114.5634969527     25.808 
456781.000    30.4864296592   114.5634969476     25.808 
456782.000    30.4864296503   114.5634969435     25.808 
456783.000    30.4864296322   114.5634969228     25.809 
456784.000    30.4864296182   114.5634969167     25.810 
456785.000    30.4864296047   114.5634969222     25.809 
456786.000    30.4864295898   114.5634969169     25.808 
456787.000    30.4864295884   114.5634969225     25.807 
456788.000    30.4864295856   114.5634969268     25.806 
456789.000    30.4864295727   114.5634969213     25.806 
456790.000    30.4864295613   114.5634969213     25.805 
456791.000    30.4864295616   114.5634969275     25.804 
456792.000    30.4864295490   114.5634969218     25.806 
456793.000    30.4864295381   114.5634969199     25.808 
456794.000    30.4864295295   114.5634969266     25.808 
456795.000    30.4864295214   114.5634969299     25.809 
456796.000    30.4864295241   114.5634969284     25.810 
456797.000    30.4864295214   114.5634969224     25.811 
456798.000    30.4864295155   114.5634969138     25.811 
456799.000    30.4864295033   114.5634969107     25.811 
456800.000    30.4864294906   114.5634969078     25.812 
456801.000    30.4864294797   114.5634969002     25.812 
456802.000    30.4864294681   114.5634968979     25.812 
456803.000    30.4864294583   114.5634968894     25.811 
456804.000    30.4864294544   114.5634968845     25.809 
456805.000    30.4864294508   114.5634968863     25.809 
456806.000    30.4864294357   114.5634968871     25.809 
456807.000    30.4864294248   114.5634968822     25.809 
456808.000    30.4864294133   114.5634968721     25.807 
456809.000    30.4864294085   114.5634968766     25.805 
456810.000    30.4864294058   114.5634968811     25.806 
456811.000    30.4864294051   114.5634968826     25.805 
456812.000    30.4864293951   114.5634968747     25.805 
456813.000    30.4864293818   114.5634968745     25.805 
456814.000    30.4864293786   114.5634968795     25.803 
456815.000    30.4864293538   114.5634968741     25.801 
456816.000    30.4864293560   114.5634968605     25.800 
456817.000    30.4864293394   114.5634968606     25.799 
456818.000    30.4864293290   114.5634968521     25.799 
456819.000    30.4864293151   114.5634968589     25.800 
456820.000    30.4864293055   114.5634968605     25.798 
456821.000    30.4864293086   114.5634968631     25.798 
456822.000    30.4864293037   114.5634968559     25.798 
456823.000    30.4864292960   114.5634968543     25.798 
456824.000    30.4864292870   114.5634968459     25.800 
456825.000    30.4864292817   114.5634968486     25.799 
456826.000    30.4864292741   114.5634968474     25.797 
456827.000    30.4864292632   114.5634968351     25.793 
456828.000    30.4864292540   114.5634968332     25.792 
456829.000    30.4864292391   114.5634968214     25.792 
456830.000    30.4864292259   114.5634968276     25.795 
456831.000    30.4864292208   114.5634968291     25.797 
456832.000    30.4864292212   114.5634968297     25.795 
456833.000    30.4864292103   114.5634968251     25.792 
456834.000    30.4864291961   114.5634968120     25.790 
456835.000    30.4864291869   114.5634968084     25.791 
456836.000    30.4864291757   114.5634968123     25.791 
456837.000    30.4864291665   114.5634968107     25.792 
456838.000    30.4864291546   114.5634968035     25.792 
456839.000    30.4864291424   114.5634968028     25.792 
456840.000    30.4864291316   114.5634968025     25.792 
456841.000    30.4864291201   114.5634967955     25.792 
456842.000    30.4864291098   114.5634967843     25.793 
456843.000    30.4864290941   114.5634967775     25.792 
456844.000    30.4864290860   114.5634967750     25.792 
456845.000    30.4864290719   114.5634967797     25.791 
456846.000    30.4864290642   114.5634967900     25.790 
456847.000    30.4864290597   114.5634967918     25.790 
456848.000    30.4864290596   114.5634967917     25.792 
456849.000    30.4864290385   114.5634967850     25.792 
456850.000    30.4864290191   114.5634967818     25.794 
456851.000    30.4864290096   114.5634967781     25.794 
456852.000    30.4864290066   114.5634967682     25.793 
456853.000    30.4864289955   114.5634967635     25.793 
456854.000    30.4864289721   114.5634967537     25.794 
456855.000    30.4864289643   114.5634967543     25.794 
456856.000    30.4864289650   114.5634967486     25.793 
456857.000    30.4864289570   114.5634967472     25.793 
456858.000    30.4864289529   114.5634967417     25.791 
456859.000    30.4864289405   114.5634967224     25.790 
456860.000    30.4864289323   114.5634967183     25.790 
456861.000    30.4864289216   114.5634967226     25.790 
456862.000    30.4864289124   114.5634967317     25.790 
456863.000    30.4864288972   114.5634967311     25.791 
456864.000    30.4864288785   114.5634967266     25.791 
456865.000    30.4864288744   114.5634967113     25.791 
456866.000    30.4864288595   114.5634967092     25.793 
456867.000    30.4864288396   114.5634967083     25.795 
456868.000    30.4864288282   114.5634967123     25.796 
456869.000    30.4864288116   114.5634967027     25.795 
456870.000    30.4864287900   114.5634966953     25.792 
456871.000    30.4864287726   114.5634966923     25.792 
456872.000    30.4864287605   114.5634966881     25.793 
456873.000    30.4864287412   114.5634966799     25.793 
456874.000    30.4864287225   114.5634966849     25.793 
456875.000    30.4864287043   114.5634966762     25.794 
456876.000    30.4864286803   114.5634966632     25.793 
456877.000    30.4864286704   114.5634966662     25.793 
456878.000    30.4864286496   114.5634966637     25.793 
456879.000    30.4864286250   114.5634966536     25.793 
456880.000    30.4864286069   114.5634966503     25.792 
456881.000    30.4864285956   114.5634966412     25.792 
456882.000    30.4864285756   114.5634966324     25.791 
456883.000    30.4864285407   114.5634966227     25.792 
456884.000    30.4864285209   114.5634966293     25.793 
456885.000    30.4864284998   114.5634966246     25.795 
456886.000    30.4864284649   114.5634966160     25.796 
456887.000    30.4864284230   114.5634965977     25.796 
456888.000    30.4864283764   114.5634965740     25.797 
456889.000    30.4864283284   114.5634965602     25.796 
456890.000    30.4864282771   114.5634965601     25.795 
456891.000    30.4864282376   114.5634965536     25.793 
456892.000    30.4864281953   114.5634965427     25.791 
456893.000    30.4864281484   114.5634965318     25.790 
456894.000    30.4864280954   114.5634965200     25.791 
456895.000    30.4864280313   114.5634965076     25.791 
456896.000    30.4864279717   114.5634964910     25.792 
456897.000    30.4864279121   114.5634964758     25.793 
456898.000    30.4864278444   114.5634964559     25.792 
456899.000    30.4864277431   114.5634964288     25.791 
456900.000    30.4864276253   114.5634964028     25.791 
456901.000    30.4864274893   114.5634963710     25.792 
456902.000    30.4864273576   114.5634963410     25.793 
456903.000    30.4864272264   114.5634963076     25.795 
456904.000    30.4864270898   114.5634962746     25.797 
456905.000    30.4864269311   114.5634962316     25.797 
456906.000    30.4864267583   114.5634961923     25.794 
456907.000    30.4864265713   114.5634961449     25.790 
456908.000    30.4864263528   114.5634960901     25.788 
456909.000    30.4864260981   114.5634960255     25.789 
456910.000    30.4864258340   114.5634959612     25.792 
456911.000    30.4864255593   114.5634958846     25.791 
456912.000    30.4864252842   114.5634958134     25.788 
456913.000    30.4864250043   114.5634957493     25.784 
456914.000    30.4864247244   114.5634956800     25.781 
456915.000    30.4864244405   114.5634955991     25.781 
456916.000    30.4864240827   114.5634955130     25.780 
456917.000    30.4864235680   114.5634953924     25.779 
456918.000    30.4864228661   114.5634952335     25.778 
456919.000    30.4864219956   114.5634950154     25.776 
456920.000    30.4864209470   114.5634947420     25.775 
456921.000    30.4864196114   114.5634943959     25.771 
456922.000    30.4864178854   114.5634939435     25.768 
456923.000    30.4864157408   114.5634933946     25.765 
456924.000    30.4864132298   114.5634927838     25.763 
456925.000    30.4864103256   114.5634920502     25.760 
456926.000    30.4864069167   114.5634911434     25.752 
456927.000    30.4864029097   114.5634901220     25.745 
456928.000    30.4863985570   114.5634890657     25.741 
456929.000    30.4863937985   114.5634879253     25.733 
456930.000    30.4863888723   114.5634867956     25.725 
456931.000    30.4863866259   114.5634862990     25.719 
456932.000    30.4863865567   114.5634862841     25.723 
456933.000    30.4863865514   114.5634862782     25.723 
456934.000    30.4863865455   114.5634862804     25.723 
456935.000    30.4863865507   114.5634862724     25.726 
456936.000    30.4863865282   114.5634862699     25.727 
456937.000    30.4863865459   114.5634862752     25.726 
456938.000    30.4863865501   114.5634862843     25.726 
456939.000    30.4863865474   114.5634862968     25.726 
456940.000    30.4863865480   114.5634862878     25.728 
456941.000    30.4863865460   114.5634862958     25.727 
456942.000    30.4863865414   114.5634862991     25.726 
456943.000    30.4863865409   114.5634862929     25.724 
456944.000    30.4863865390   114.5634862921     25.723 
456945.000    30.4863865458   114.5634862906     25.724 
456946.000    30.4863865549   114.5634862985     25.723 
456947.000    30.4863865493   114.5634862927     25.720 
456948.000    30.4863865628   114.5634862840     25.718 
456949.000    30.4863865626   114.5634862842     25.718 
456950.000    30.4863865559   114.5634862738     25.719 
456951.000    30.4863865555   114.5634862721     25.719 
456952.000    30.4863865426   114.5634862751     25.717 
456953.000    30.4863865532   114.5634862770     25.715 
456954.000    30.4863865570   114.5634862793     25.714 
456955.000    30.4863865617   114.5634862741     25.715 
456956.000    30.4863865602   114.5634862613     25.715 
456957.000    30.4863865616   114.5634862630     25.713 
456958.000    30.4863865531   114.5634862512     25.712 
456959.000    30.4863865558   114.5634862556     25.711 
456960.000    30.4863865651   114.5634862655     25.712 
456961.000    30.4863865650   114.5634862650     25.711 
456962.000    30.4863865545   114.5634862608     25.711 
456963.000    30.4863865588   114.5634862706     25.711 
456964.000    30.4863865652   114.5634862600     25.711 
456965.000    30.4863865574   114.5634862553     25.710 
456966.000    30.4863865568   114.5634862615     25.710 
456967.000    30.4863865459   114.5634862712     25.711 
456968.000    30.4863865481   114.5634862681     25.713 
456969.000    30.4863865488   114.5634862665     25.713 
456970.000    30.4863865454   114.5634862763     25.713 
456971.000    30.4863865483   114.5634862717     25.713 
456972.000    30.4863865442   114.5634862801     25.713 
456973.000    30.4863865497   114.5634862779     25.712 
456974.000    30.4863865509   114.5634862689     25.711 
456975.000    30.4863865515   114.5634862765     25.713 
456976.000    30.4863865451   114.5634862689     25.714 
456977.000    30.4863865484   114.5634862723     25.713 
456978.000    30.4863865477   114.5634862783     25.712 
456979.000    30.4863865399   114.5634862879     25.711 
456980.000    30.4863865294   114.5634862825     25.711 
456981.000    30.4863865276   114.5634862819     25.713 
456982.000    30.4863865289   114.5634862786     25.715 
456983.000    30.4863865412   114.5634862800     25.715 
456984.000    30.4863865441   114.5634862782     25.715 
456985.000    30.4863865418   114.5634862735     25.716 
456986.000    30.4863865458   114.5634862764     25.719 
456987.000    30.4863865533   114.5634862733     25.720 
456988.000    30.4863865478   114.5634862804     25.718 
456989.000    30.4863865484   114.5634862865     25.716 
456990.000    30.4863865438   114.5634862886     25.715 
456991.000    30.4863865455   114.5634862870     25.716 
456992.000    30.4863865497   114.5634862813     25.717 
456993.000    30.4863865485   114.5634862829     25.717 
456994.000    30.4863865467   114.5634862811     25.717 
456995.000    30.4863865376   114.5634862733     25.717 
456996.000    30.4863865343   114.5634862811     25.717 
456997.000    30.4863865362   114.5634862895     25.715 
456998.000    30.4863865357   114.5634862831     25.716 
456999.000    30.4863865307   114.5634862772     25.717 
457000.000    30.4863865264   114.5634862745     25.717 
457001.000    30.4863865227   114.5634862739     25.719 
457002.000    30.4863865291   114.5634862793     25.721 
457003.000    30.4863865365   114.5634862802     25.720 
457004.000    30.4863865293   114.5634862665     25.719 
457005.000    30.4863865277   114.5634862729     25.718 
457006.000    30.4863865305   114.5634862737     25.718 
457007.000    30.4863865415   114.5634862648     25.720 
457008.000    30.4863865414   114.5634862595     25.718 
457009.000    30.4863865331   114.5634862626     25.716 
457010.000    30.4863865398   114.5634862716     25.714 
457011.000    30.4863865481   114.5634862656     25.715 
457012.000    30.4863865558   114.5634862706     25.716 
457013.000    30.4863865488   114.5634862601     25.715 
457014.000    30.4863865490   114.5634862621     25.715 
457015.000    30.4863865443   114.5634862636     25.716 
457016.000    30.4863865334   114.5634862685     25.716 
457017.000    30.4863865306   114.5634862632     25.715 
457018.000    30.4863865283   114.5634862636     25.715 
457019.000    30.4863865282   114.5634862612     25.715 
457020.000    30.4863865306   114.5634862518     25.715 
457021.000    30.4863865286   114.5634862502     25.716 
457022.000    30.4863865265   114.5634862601     25.716 
457023.000    30.4863865288   114.5634862569     25.717 
457024.000    30.4863865229   114.5634862563     25.716 
457025.000    30.4863865239   114.5634862520     25.716 
457026.000    30.4863865245   114.5634862600     25.718 
457027.000    30.4863865249   114.5634862579     25.719 
457028.000    30.4863865191   114.5634862557     25.719 
457029.000    30.4863865200   114.5634862703     25.717 
457030.000    30.4863865232   114.5634862791     25.715 
457031.000    30.4863865331   114.5634862838     25.714 
457032.000    30.4863865340   114.5634862891     25.714 
457033.000    30.4863865291   114.5634862760     25.715 
457034.000    30.4863865265   114.5634862726     25.717 
457035.000    30.4863865296   114.5634862781     25.718 
457036.000    30.4863865363   114.5634862818     25.718 
457037.000    30.4863865357   114.5634862835     25.717 
457038.000    30.4863865302   114.5634862680     25.716 
457039.000    30.4863865311   114.5634862692     25.714 
457040.000    30.4863865393   114.5634862710     25.715 
457041.000    30.4863865366   114.5634862746     25.715 
457042.000    30.4863865362   114.5634862627     25.716 
457043.000    30.4863865402   114.5634862657     25.717 
457044.000    30.4863865354   114.5634862787     25.717 
457045.000    30.4863865270   114.5634862673     25.715 
457046.000    30.4863865245   114.5634862583     25.713 
457047.000    30.4863865290   114.5634862646     25.712 
457048.000    30.4863865393   114.5634862718     25.712 
457049.000    30.4863865367   114.5634862804     25.713 
457050.000    30.4863865325   114.5634862694     25.714 
457051.000    30.4863865311   114.5634862676     25.714 
457052.000    30.4863865402   114.5634862732     25.716 
457053.000    30.4863865397   114.5634862668     25.717 
457054.000    30.4863865439   114.5634862719     25.716 
457055.000    30.4863865399   114.5634862795     25.717 
457056.000    30.4863865328   114.5634862772     25.717 
457057.000    30.4863865391   114.5634862673     25.716 
457058.000    30.4863865411   114.5634862708     25.716 
457059.000    30.4863865333   114.5634862758     25.716 
457060.000    30.4863865296   114.5634862757     25.717 
457061.000    30.4863865209   114.5634862747     25.717 
457062.000    30.4863865198   114.5634862666     25.717 
457063.000    30.4863865199   114.5634862656     25.718 
457064.000    30.4863865247   114.5634862721     25.718 
457065.000    30.4863865219   114.5634862643     25.717 
457066.000    30.4863865195   114.5634862581     25.719 
457067.000    30.4863865078   114.5634862587     25.720 
457068.000    30.4863865158   114.5634862575     25.721 
457069.000    30.4863865043   114.5634862576     25.722 
457070.000    30.4863865001   114.5634862569     25.724 
457071.000    30.4863865111   114.5634862611     25.725 
457072.000    30.4863865200   114.5634862617     25.725 
457073.000    30.4863865234   114.5634862581     25.725 
457074.000    30.4863865204   114.5634862600     25.724 
457075.000    30.4863865059   114.5634862594     25.722 
457076.000    30.4863865126   114.5634862547     25.721 
457077.000    30.4863865213   114.5634862593     25.722 
457078.000    30.4863865230   114.5634862652     25.723 
457079.000    30.4863865259   114.5634862698     25.724 
457080.000    30.4863865208   114.5634862647     25.726 
457081.000    30.4863865171   114.5634862618     25.728 
457082.000    30.4863865177   114.5634862762     25.727 
457083.000    30.4863865223   114.5634862869     25.726 
457084.000    30.4863865302   114.5634862878     25.725 
457085.000    30.4863865249   114.5634862864     25.726 
457086.000    30.4863865249   114.5634862851     25.728 
457087.000    30.4863865232   114.5634862769     25.729 
457088.000    30.4863865198   114.5634862791     25.729 
457089.000    30.4863865124   114.5634862764     25.729 
457090.000    30.4863865202   114.5634862668     25.730 
457091.000    30.4863865165   114.5634862623     25.728 
457092.000    30.4863865080   114.5634862621     25.727 
457093.000    30.4863865088   114.5634862715     25.725 
457094.000    30.4863865104   114.5634862716     25.725 
457095.000    30.4863865090   114.5634862664     25.727 
457096.000    30.4863865057   114.5634862569     25.728 
457097.000    30.4863865092   114.5634862592     25.729 
457098.000    30.4863865039   114.5634862618     25.730 
457099.000    30.4863865234   114.5634862552     25.729 
457100.000    30.4863865330   114.5634862488     25.727 
457101.000    30.4863865305   114.5634862486     25.725 
457102.000    30.4863865365   114.5634862677     25.725 
457103.000    30.4863865344   114.5634862683     25.725 
457104.000    30.4863865312   114.5634862669     25.725 
457105.000    30.4863865439   114.5634862753     25.723 
457106.000    30.4863865429   114.5634862685     25.722 
457107.000    30.4863865392   114.5634862637     25.722 
457108.000    30.4863865283   114.5634862655     25.723 
457109.000    30.4863865214   114.5634862679     25.722 
457110.000    30.4863865260   114.5634862642     25.723 
457111.000    30.4863865265   114.5634862699     25.724 
457112.000    30.4863865206   114.5634862726     25.724 
457113.000    30.4863865132   114.5634862796     25.722 
457114.000    30.4863865156   114.5634862799     25.722 
457115.000    30.4863865159   114.5634862698     25.724 
457116.000    30.4863865133   114.5634862579     25.725 
457117.000    30.4863865214   114.5634862610     25.724 
457118.000    30.4863865257   114.5634862796     25.723 
457119.000    30.4863865225   114.5634862907     25.724 
457120.000    30.4863865202   114.5634862847     25.725 
457121.000    30.4863865200   114.5634862818     25.723 
457122.000    30.4863865227   114.5634862714     25.723 
457123.000    30.4863865262   114.5634862652     25.723 
457124.000    30.4863865325   114.5634862754     25.722 
457125.000    30.4863865304   114.5634862845     25.722 
457126.000    30.4863865223   114.5634862807     25.722 
457127.000    30.4863865223   114.5634862770     25.723 
457128.000    30.4863865225   114.5634862799     25.723 
457129.000    30.4863865356   114.5634862866     25.725 
457130.000    30.4863865337   114.5634862811     25.725 
457131.000    30.4863865243   114.5634862777     25.723 
