
   GPSTime         Latitude        Longitude      H-Ell          Roll         Pitch       Heading  
     (sec)            (Deg)            (Deg)        (m)         (Deg)         (Deg)         (Deg)  
453672.000    30.4666985696   114.5476716396     19.419    4.05493856    1.25438069  289.09676005 
453673.000    30.4667796194   114.5474306497     19.224    4.23543617    1.21560027  289.14468456 
453674.000    30.4668619384   114.5471876996     18.993    4.11409371    1.22507352  289.34526717 
453675.000    30.4669453289   114.5469441387     18.757    4.25381554    1.14996850  289.53201274 
453676.000    30.4670296255   114.5466997195     18.491    4.21160950    0.93648763  289.58695092 
453677.000    30.4671147715   114.5464537937     18.196    4.32276996    0.91395184  289.63629188 
453678.000    30.4672002972   114.5462079105     17.926    4.24889932    1.01779169  289.84882292 
453679.000    30.4672872800   114.5459620833     17.624    4.20336305    1.01072833  290.17291213 
453680.000    30.4673758486   114.5457149982     17.323    4.28745681    1.06787011  290.33940614 
453681.000    30.4674650992   114.5454668358     16.970    4.25159620    0.97940541  290.32256619 
453682.000    30.4675545908   114.5452181083     16.635    4.38017380    0.94229893  290.32470438 
453683.000    30.4676443317   114.5449689027     16.287    4.45188324    0.87979392  290.30749951 
453684.000    30.4677339355   114.5447201737     15.958    4.33794713    1.11056465  290.29013158 
453685.000    30.4678238555   114.5444697645     15.674    4.11384458    1.27782915  290.08194896 
453686.000    30.4679138641   114.5442166172     15.251    4.16248000    1.36806602  289.95793369 
453687.000    30.4680046481   114.5439605658     14.930    4.48869857    0.97841157  289.89261469 
453688.000    30.4680957660   114.5437032529     14.660    4.27533954    1.21460522  289.92263238 
453689.000    30.4681875169   114.5434446907     14.453    4.37368637    1.26921189  289.93009015 
453690.000    30.4682799182   114.5431848975     14.183    4.34593339    1.11308463  290.02916332 
453691.000    30.4683730923   114.5429240817     13.877    4.20103367    0.87011780  290.03022733 
453692.000    30.4684658107   114.5426644120     13.560    4.13909262    0.98458866  290.00921027 
453693.000    30.4685581609   114.5424058730     13.245    4.26631914    0.92948123  289.99755170 
453694.000    30.4686505801   114.5421479488     12.903    4.40637923    0.85896132  290.06637994 
453695.000    30.4687433080   114.5418894513     12.551    4.37685987    0.96221386  290.04751277 
453696.000    30.4688364984   114.5416292986     12.248    4.35720583    1.01902069  289.93568406 
453697.000    30.4689298797   114.5413666837     11.975    4.36841435    1.18656301  289.77848732 
453698.000    30.4690238347   114.5411014115     11.717    4.34469047    1.33831498  289.72309489 
453699.000    30.4691186869   114.5408335279     11.504    4.27864971    1.30572021  289.71794481 
453700.000    30.4692145476   114.5405630367     11.296    4.27023839    1.28630739  289.68193962 
453701.000    30.4693114792   114.5402899755     11.066    4.23946356    1.36061902  289.82608658 
453702.000    30.4694098268   114.5400154183     10.850    4.29763373    1.25650905  289.94202180 
453703.000    30.4695082061   114.5397412835     10.663    4.45882416    1.32833073  289.84996366 
453704.000    30.4696065005   114.5394664720     10.545    4.03641253    1.53137817  289.84227800 
453705.000    30.4697052074   114.5391900146     10.472    3.75024118    1.42552044  289.73066042 
453706.000    30.4698040932   114.5389115731     10.418    3.70919381    1.60811615  289.57263694 
453707.000    30.4699029179   114.5386310056     10.359    3.40157494    1.52116334  289.34515736 
453708.000    30.4700008510   114.5383497533     10.281    3.07659354    1.23332474  289.10627127 
453709.000    30.4700967591   114.5380708214     10.217    2.76607921    1.48777383  288.82234718 
453710.000    30.4701914460   114.5377909526     10.215    2.50651417    1.56092664  288.42614477 
453711.000    30.4702846734   114.5375094989     10.194    2.29515348    1.49635615  287.98063297 
453712.000    30.4703754085   114.5372308904     10.176    1.91855708    1.45155698  287.68402758 
453713.000    30.4704626403   114.5369570410     10.183    1.76393726    1.20979605  287.26906011 
453714.000    30.4705466192   114.5366881635     10.129    1.58860857    1.23434399  286.95130894 
453715.000    30.4706278061   114.5364234409     10.028    1.56728121    1.27061947  286.52265907 
453716.000    30.4707068218   114.5361588559      9.856    1.67252546    1.18382747  285.97643907 
453717.000    30.4707841358   114.5358919039      9.682    1.60220019    1.39070991  285.41246635 
453718.000    30.4708598315   114.5356219960      9.520    2.01173027    1.28225671  284.89525441 
453719.000    30.4709340986   114.5353491409      9.383    2.04199357    1.48275200  284.35220125 
453720.000    30.4710064180   114.5350739562      9.281    1.93455553    1.53138461  283.75881330 
453721.000    30.4710763296   114.5347972156      9.232    1.97603207    1.47762938  283.07139300 
453722.000    30.4711436483   114.5345182573      9.233    1.92135218    1.61729136  282.44879212 
453723.000    30.4712091246   114.5342372909      9.235    1.95242669    1.58469934  281.97871741 
453724.000    30.4712726071   114.5339558537      9.247    1.92050508    1.51525794  281.50925601 
453725.000    30.4713334667   114.5336758593      9.257    1.92250647    1.59308832  280.92667878 
453726.000    30.4713920327   114.5333952742      9.262    1.99281898    1.68009050  280.39075693 
453727.000    30.4714487174   114.5331127558      9.289    1.95523736    1.67918172  279.85002394 
453728.000    30.4715034417   114.5328279849      9.312    1.98627847    1.76006751  279.31886700 
453729.000    30.4715561159   114.5325409044      9.368    2.02479383    1.77873809  278.72348771 
453730.000    30.4716063297   114.5322525967      9.409    1.93831926    1.69991615  278.19370561 
453731.000    30.4716543369   114.5319660939      9.465    2.03794431    1.67008309  277.81442522 
453732.000    30.4717002326   114.5316809174      9.536    1.89993161    1.84507026  277.32697781 
453733.000    30.4717438202   114.5313947016      9.615    1.90007510    1.89372048  276.57190614 
453734.000    30.4717839869   114.5311072947      9.719    1.92373339    1.90500942  275.84543963 
