
   GPSTime         Latitude        Longitude      H-Ell          Roll         Pitch       Heading  
     (sec)            (Deg)            (Deg)        (m)         (Deg)         (Deg)         (Deg)  
450769.000    30.4887598756   114.5679059527     36.012    4.19800730    2.93694798   91.89551935 
450770.000    30.4887517892   114.5680410418     36.203    4.93630040    2.91219019   92.25524652 
450771.000    30.4887422590   114.5681783674     36.403    4.79156829    2.94063579   93.10908582 
450772.000    30.4887306066   114.5683178745     36.584    4.44193659    2.98586109   93.84903525 
450773.000    30.4887174825   114.5684597642     36.736    4.88046412    2.80370657   94.38925285 
450774.000    30.4887030444   114.5686039899     36.897    4.98023985    2.71884079   94.78609752 
450775.000    30.4886875830   114.5687505118     37.024    5.26568999    2.57077858   95.20391993 
450776.000    30.4886701871   114.5688991036     37.157    5.17833941    2.56206383   96.07772218 
450777.000    30.4886506130   114.5690497122     37.266    5.17541342    2.60336068   96.80389609 
450778.000    30.4886295369   114.5692024477     37.348    5.13667307    2.40097355   97.24187866 
450779.000    30.4886074215   114.5693575279     37.422    5.17570969    2.48724261   97.33356545 
450780.000    30.4885852698   114.5695151602     37.478    5.08190574    2.27683911   97.13187172 
450781.000    30.4885630326   114.5696753065     37.518    4.95581103    2.30273199   97.07510162 
450782.000    30.4885404236   114.5698379803     37.543    5.05771255    2.20592983   97.08769626 
450783.000    30.4885173137   114.5700031554     37.561    5.30335806    2.27709938   97.11269992 
450784.000    30.4884937899   114.5701708761     37.542    5.24354159    2.05733363   97.11818754 
450785.000    30.4884696665   114.5703411643     37.515    5.30043428    2.13234977   97.34612702 
450786.000    30.4884447909   114.5705131502     37.474    5.42134938    1.99842460   97.42573880 
450787.000    30.4884196609   114.5706856298     37.411    5.13783781    1.85926182   97.51456196 
450788.000    30.4883943849   114.5708587605     37.317    5.41153307    1.68416115   97.36482190 
450789.000    30.4883690585   114.5710328358     37.221    5.56525612    1.67620498   97.46424763 
450790.000    30.4883432976   114.5712079459     37.110    5.65335254    1.71483444   97.54293454 
450791.000    30.4883174220   114.5713838269     36.977    5.19499149    1.49121623   97.45411496 
450792.000    30.4882920357   114.5715588676     36.803    5.12912653    1.35260975   97.30018008 
450793.000    30.4882670585   114.5717325312     36.629    5.21996377    1.40018341   97.23768603 
450794.000    30.4882422868   114.5719049800     36.433    5.40981165    1.23211451   97.24941322 
450795.000    30.4882174487   114.5720767235     36.219    5.22596005    1.36527408   97.36701893 
450796.000    30.4881929200   114.5722482330     35.992    5.19600594    1.22933867   97.04680342 
450797.000    30.4881690049   114.5724197419     35.753    5.51653671    1.22567843   96.91711470 
450798.000    30.4881449024   114.5725912158     35.483    5.39326376    1.04618006   97.12532710 
450799.000    30.4881202514   114.5727626682     35.201    5.44285608    1.06935782   97.18886639 
450800.000    30.4880957340   114.5729340688     34.910    5.19901931    0.88839356   97.14415785 
450801.000    30.4880712718   114.5731055862     34.598    5.16608008    0.91315710   97.12970888 
450802.000    30.4880468101   114.5732774802     34.281    5.32117368    0.87328835   97.08728287 
450803.000    30.4880222196   114.5734501625     33.968    5.35720206    0.97379763   97.09374435 
450804.000    30.4879974437   114.5736238578     33.651    5.29935450    0.96899133   97.11143761 
450805.000    30.4879723845   114.5737985193     33.337    5.15287586    1.03512386   97.16777782 
450806.000    30.4879470527   114.5739741947     32.999    5.17208598    0.98101415   97.17877761 
450807.000    30.4879220345   114.5741508687     32.668    5.24194159    0.97686293   96.84668692 
450808.000    30.4878973854   114.5743283798     32.335    5.31263459    0.89705152   96.82958994 
450809.000    30.4878724972   114.5745065349     31.993    4.95041702    0.92555843   96.91339180 
450810.000    30.4878474042   114.5746852836     31.674    5.06662565    0.85773723   96.91412955 
450811.000    30.4878219874   114.5748644109     31.353    5.20275627    1.10636366   97.04427786 
450812.000    30.4877963067   114.5750440529     31.032    5.19495704    0.98649159   97.07408687 
450813.000    30.4877705468   114.5752241674     30.694    5.27363986    1.13997722   97.02336618 
450814.000    30.4877449703   114.5754048048     30.360    5.27156475    0.89493258   96.94955725 
450815.000    30.4877192656   114.5755859291     30.021    5.19888112    1.02504689   97.06764760 
450816.000    30.4876930802   114.5757674720     29.698    5.21473424    0.94090941   97.17313677 
450817.000    30.4876672514   114.5759491889     29.373    5.49518999    0.85820671   96.81479645 
450818.000    30.4876422824   114.5761302586     29.040    5.31207352    0.76323119   96.71556817 
450819.000    30.4876174366   114.5763095510     28.723    4.95156046    0.81000843   96.87320022 
450820.000    30.4875923200   114.5764865988     28.394    5.02535714    0.86774385   97.07739468 
450821.000    30.4875669291   114.5766614374     28.068    5.06073293    0.82600079   97.28943470 
450822.000    30.4875413662   114.5768341164     27.737    4.93843356    0.82947759   97.45664226 
450823.000    30.4875158748   114.5770046825     27.408    5.29266767    0.83472425   97.42067724 
450824.000    30.4874911788   114.5771732523     27.091    5.19842328    0.83204836   97.15391970 
450825.000    30.4874672748   114.5773397572     26.794    5.13524135    0.72123705   97.14011937 
450826.000    30.4874435936   114.5775041647     26.490    5.40628235    0.64490406   97.09438973 
450827.000    30.4874201788   114.5776666249     26.185    4.98584725    0.73900834   97.17643462 
450828.000    30.4873966474   114.5778278707     25.886    5.29917236    0.84415209   97.29841031 
450829.000    30.4873731045   114.5779881835     25.587    5.33989091    0.96058866   97.20763671 
450830.000    30.4873504222   114.5781466612     25.320    4.98325969    0.81481309   97.02797132 
450831.000    30.4873284345   114.5783028909     25.017    4.74979171    0.56687678   96.91283777 
450832.000    30.4873071543   114.5784560720     24.739    5.25811753    0.55320114   96.68310930 
450833.000    30.4872868332   114.5786056854     24.472    5.33417290    0.72602207   96.53715208 
450834.000    30.4872671877   114.5787516252     24.194    4.98378785    0.90685088   96.55001993 
450835.000    30.4872481303   114.5788938623     23.951    4.75845869    0.13122714   96.43844044 
450836.000    30.4872296111   114.5790322516     23.732    4.54306426    0.89948430   96.43609897 
450837.000    30.4872116245   114.5791659710     23.535    4.72094883    0.91272924   96.52492319 
450838.000    30.4871940555   114.5792933312     23.383    5.10695987    1.15309825   96.74677052 
450839.000    30.4871773006   114.5794131306     23.232    4.74357495    0.84079718   96.88734120 
450840.000    30.4871615222   114.5795246500     23.071    4.56518303    0.80460020   96.94486278 
450841.000    30.4871467956   114.5796275466     22.946    5.02123211    0.84569647   97.01169827 
450842.000    30.4871332791   114.5797213688     22.837    4.97655064    0.95443602   97.11382144 
450843.000    30.4871210212   114.5798056138     22.751    5.03965356    1.08253372   97.19130786 
450844.000    30.4871103421   114.5798786112     22.666    4.85783175    0.94971692   97.26230289 
450845.000    30.4871018052   114.5799372592     22.600    4.34691998    0.71506074   97.27821505 
450846.000    30.4870957813   114.5799791771     22.557    4.32020882    0.70607046   97.07783871 
450847.000    30.4870920479   114.5800056564     22.534    4.37098362    0.99413564   96.92893383 
450848.000    30.4870891187   114.5800266053     22.513    4.39762730    1.05026925   96.80712072 
450849.000    30.4870867896   114.5800436156     22.500    4.42585535    1.18400280   96.70171651 
450850.000    30.4870852111   114.5800552115     22.496    4.40740494    1.29924915   96.65142772 
450851.000    30.4870844118   114.5800611097     22.496    4.35145557    1.34425431   96.61056700 
450852.000    30.4870842932   114.5800620637     22.497    4.32358951    1.44261822   96.60059743 
450853.000    30.4870843018   114.5800620535     22.497    4.32524361    1.45506753   96.60001060 
450854.000    30.4870843024   114.5800620528     22.494    4.32046028    1.45924933   96.59457169 
450855.000    30.4870843056   114.5800620433     22.494    4.32914693    1.46500481   96.59020528 
450856.000    30.4870843004   114.5800620431     22.493    4.33384058    1.47180944   96.59118054 
450857.000    30.4870843072   114.5800620449     22.491    4.33384831    1.48661474   96.59526535 
450858.000    30.4870843084   114.5800620448     22.488    4.33458254    1.48510478   96.59106700 
450859.000    30.4870843076   114.5800620385     22.487    4.34048453    1.48620997   96.59499151 
450860.000    30.4870843137   114.5800620319     22.487    4.33119579    1.48997499   96.59221062 
450861.000    30.4870843082   114.5800620300     22.487    4.32896449    1.49040680   96.59104485 
450862.000    30.4870843143   114.5800620293     22.489    4.32845658    1.48470544   96.59236642 
450863.000    30.4870843121   114.5800620360     22.489    4.31971932    1.48461984   96.59453270 
450864.000    30.4870843076   114.5800620388     22.487    4.31906032    1.48622529   96.59778701 
450865.000    30.4870843134   114.5800620332     22.487    4.31265052    1.48693089   96.59820072 
450866.000    30.4870843203   114.5800620340     22.488    4.31021289    1.48126793   96.60355514 
450867.000    30.4870843187   114.5800620429     22.488    4.30983893    1.48467416   96.60063949 
450868.000    30.4870843120   114.5800620365     22.487    4.30899674    1.48396252   96.60887451 
450869.000    30.4870843024   114.5800620312     22.487    4.30938324    1.48095180   96.61522986 
450870.000    30.4870843089   114.5800620261     22.488    4.31409363    1.47640724   96.61714116 
450871.000    30.4870843073   114.5800620277     22.487    4.31576368    1.47133078   96.61357639 
450872.000    30.4870843121   114.5800620282     22.488    4.32118716    1.46898294   96.61611606 
450873.000    30.4870843180   114.5800620323     22.489    4.32166790    1.46477951   96.61533926 
450874.000    30.4870843212   114.5800620398     22.490    4.32664739    1.47194357   96.62088444 
450875.000    30.4870843194   114.5800620335     22.489    4.32818231    1.47304474   96.61971143 
450876.000    30.4870843114   114.5800620211     22.488    4.32921304    1.47393883   96.62303721 
450877.000    30.4870843138   114.5800620181     22.487    4.33469535    1.47534579   96.62111362 
450878.000    30.4870843155   114.5800620265     22.487    4.33211170    1.47626423   96.62225129 
450879.000    30.4870843140   114.5800620378     22.487    4.33221546    1.47828101   96.62612923 
450880.000    30.4870843247   114.5800620272     22.488    4.33853596    1.48432992   96.62101872 
450881.000    30.4870843278   114.5800620120     22.488    4.33871349    1.48437545   96.61754521 
450882.000    30.4870843205   114.5800620129     22.488    4.34272247    1.49043239   96.61257467 
450883.000    30.4870843175   114.5800620164     22.488    4.33873911    1.49238505   96.61185513 
450884.000    30.4870843113   114.5800620259     22.488    4.34225607    1.49903478   96.61305308 
450885.000    30.4870842891   114.5800621839     22.491    4.33445395    1.54828201   96.60713116 
450886.000    30.4870838456   114.5800654500     22.492    4.32170752    1.65599698   96.59382806 
450887.000    30.4870822856   114.5800771348     22.485    4.31542800    1.86513099   96.54362936 
450888.000    30.4870790047   114.5801018608     22.473    4.28160349    2.02698409   96.40573904 
450889.000    30.4870740018   114.5801398349     22.447    4.25586419    2.00203954   96.31278817 
450890.000    30.4870672824   114.5801897601     22.399    4.23847918    1.90871768   96.44650051 
450891.000    30.4870590524   114.5802498818     22.354    4.43516256    1.99981218   96.56383851 
450892.000    30.4870495731   114.5803186090     22.317    4.34649802    1.90924180   96.70843347 
450893.000    30.4870388609   114.5803944903     22.321    4.72071605    2.40006815   96.85587272 
450894.000    30.4870271232   114.5804766152     22.311    4.79953860    2.29718860   97.01132656 
450895.000    30.4870142841   114.5805647156     22.288    5.21195633    2.02880623   97.14965213 
450896.000    30.4870004263   114.5806588856     22.242    5.39305261    2.18966930   97.27286804 
450897.000    30.4869856007   114.5807592003     22.194    5.19143865    2.02924082   97.34798463 
450898.000    30.4869698887   114.5808653650     22.163    5.35295334    2.29319602   97.21646399 
450899.000    30.4869538381   114.5809766114     22.189    5.44783524    2.44693764   97.03479390 
450900.000    30.4869373094   114.5810925345     22.176    4.89629486    2.09442755   97.03415477 
450901.000    30.4869199879   114.5812129471     22.192    5.05764455    2.25194923   97.04097134 
450902.000    30.4869020705   114.5813374844     22.220    5.28389228    2.47798040   97.03359831 
450903.000    30.4868839118   114.5814656552     22.306    4.56614879    2.76079424   96.90762391 
450904.000    30.4868654514   114.5815972278     22.342    5.07492634    2.60113255   96.75617016 
450905.000    30.4868466796   114.5817319899     22.428    5.00095533    2.66363604   96.79944317 
450906.000    30.4868271865   114.5818696459     22.533    5.16121285    2.63892752   96.94555997 
450907.000    30.4868070208   114.5820100592     22.646    5.12449528    2.64142218   97.09204420 
450908.000    30.4867861859   114.5821530923     22.732    5.16254588    2.57993435   97.11585312 
450909.000    30.4867656463   114.5822988381     22.821    4.90416060    2.81867595   96.76750669 
450910.000    30.4867456983   114.5824471343     22.920    5.03005864    2.57702978   96.22633943 
450911.000    30.4867269081   114.5825981358     22.972    4.93209474    2.60497141   95.56105103 
450912.000    30.4867092041   114.5827516904     23.097    4.46545216    2.85972074   95.07258396 
450913.000    30.4866918449   114.5829072763     23.228    4.77258082    2.61382444   94.88832686 
450914.000    30.4866744976   114.5830649978     23.289    4.93395478    2.49029643   94.80035717 
450915.000    30.4866571381   114.5832247402     23.449    4.77705318    2.80285447   94.69353750 
450916.000    30.4866400320   114.5833864018     23.542    4.74531484    2.69421107   94.46484988 
450917.000    30.4866235986   114.5835499921     23.686    4.97948815    2.55940130   94.08868278 
450918.000    30.4866077315   114.5837154056     23.802    5.18305690    2.58988801   93.84322484 
450919.000    30.4865924519   114.5838826393     23.910    5.27330293    2.63610281   93.50832787 
450920.000    30.4865777916   114.5840516540     24.010    4.94737168    2.65809732   93.27119223 
450921.000    30.4865638155   114.5842224505     24.129    5.24078070    2.55693756   92.84503231 
450922.000    30.4865508605   114.5843949258     24.242    5.61351635    2.70929409   92.28648747 
450923.000    30.4865395349   114.5845690873     24.344    5.08455674    2.30479499   91.69748406 
450924.000    30.4865294852   114.5847447640     24.466    4.86939384    2.75036893   91.25733294 
450925.000    30.4865203587   114.5849215774     24.577    4.59613487    2.55671639   90.94225443 
450926.000    30.4865115999   114.5850980769     24.702    5.43716621    2.47801485   90.67712791 
450927.000    30.4865035863   114.5852743693     24.846    4.89139325    2.51783897   90.60203551 
450928.000    30.4864959038   114.5854505470     24.988    5.06947647    2.48322793   90.45009082 
450929.000    30.4864884586   114.5856268219     25.103    5.11151433    2.41308156   90.32617751 
450930.000    30.4864815644   114.5858031980     25.230    5.22628753    2.51244565   90.12757403 
450931.000    30.4864751664   114.5859796491     25.341    5.51445747    2.57659456   89.85595113 
450932.000    30.4864698779   114.5861561999     25.459    5.66063714    2.47820600   89.40451356 
450933.000    30.4864657824   114.5863328865     25.566    5.32787869    2.54719277   89.02173971 
450934.000    30.4864626153   114.5865095922     25.682    5.26190736    2.49094346   88.63037660 
450935.000    30.4864605346   114.5866860100     25.795    5.36602414    2.57636593   88.23570646 
450936.000    30.4864594237   114.5868623906     25.917    5.31176674    2.48083014   87.94085809 
450937.000    30.4864588614   114.5870391100     26.013    5.01601576    2.45283163   87.69771665 
450938.000    30.4864594334   114.5872163433     26.136    4.88941257    2.35598789   87.23320097 
450939.000    30.4864607694   114.5873942388     26.244    4.85226672    2.48850633   86.97185179 
450940.000    30.4864631388   114.5875728936     26.362    4.91386791    2.52515205   86.57629186 
450941.000    30.4864663608   114.5877523247     26.487    5.15995460    2.55068906   86.32177468 
450942.000    30.4864702512   114.5879326375     26.611    5.62866630    2.62181850   85.98873943 
450943.000    30.4864752758   114.5881137230     26.768    5.45684104    2.40214215   85.62427224 
450944.000    30.4864812323   114.5882955799     26.878    5.71301801    2.71180468   85.28369299 
450945.000    30.4864879270   114.5884783601     26.988    5.43402136    2.46262137   85.05578146 
450946.000    30.4864956560   114.5886617741     27.127    5.11675071    2.33976440   84.65227909 
450947.000    30.4865041772   114.5888454451     27.216    5.09439981    2.14675575   84.42874169 
450948.000    30.4865137019   114.5890256423     27.297    5.12091185    2.25730424   83.83984354 
450949.000    30.4865246000   114.5892008894     27.363    4.90552004    2.09001620   83.30620499 
450950.000    30.4865363677   114.5893713445     27.400    5.21090803    1.99269152   82.89346244 
450951.000    30.4865481201   114.5895373289     27.416    5.37779423    1.74676667   82.98183816 
450952.000    30.4865598971   114.5896985861     27.414    5.24249823    1.54898065   82.46081327 
450953.000    30.4865735078   114.5898521110     27.396    5.13356026    1.46945663   81.26734325 
450954.000    30.4865884906   114.5899959919     27.350    5.40576584    1.32871917   80.49079545 
450955.000    30.4866037327   114.5901297920     27.313    5.12936273    1.46438641   79.95871733 
450956.000    30.4866187365   114.5902529281     27.260    5.10959267    1.38198078   79.41772422 
450957.000    30.4866331904   114.5903649543     27.198    4.76958880    1.06863481   79.06811957 
450958.000    30.4866463422   114.5904657758     27.150    5.05173325    1.30707530   79.16679560 
450959.000    30.4866570996   114.5905571751     27.090    5.06117677    1.23430246   80.13951801 
450960.000    30.4866657824   114.5906388699     27.031    5.01949612    1.21559554   80.68348644 
450961.000    30.4866730074   114.5907092994     26.969    4.95108331    0.99309039   80.89775198 
450962.000    30.4866787772   114.5907672699     26.910    4.93942335    0.95379783   81.07493709 
450963.000    30.4866830104   114.5908111502     26.860    5.09926210    0.77818360   81.19374996 
450964.000    30.4866857089   114.5908396393     26.841    5.03917934    1.16271289   81.32121040 
450965.000    30.4866876698   114.5908605820     26.823    4.97848899    1.26370777   81.40026327 
450966.000    30.4866893350   114.5908777928     26.803    5.01966221    1.20425265   81.32817116 
450967.000    30.4866906301   114.5908913854     26.782    5.30294745    1.03915182   81.27751426 
450968.000    30.4866916262   114.5909011776     26.776    5.01065189    1.07035595   81.23339477 
450969.000    30.4866921352   114.5909064691     26.773    5.00304238    1.15290025   81.20461656 
450970.000    30.4866922985   114.5909079732     26.770    5.00339162    1.19447495   81.19444994 
450971.000    30.4866923655   114.5909085340     26.767    5.00539298    1.22943193   81.19123216 
450972.000    30.4866924437   114.5909092232     26.765    5.01260888    1.24722375   81.19112325 
450973.000    30.4866924768   114.5909095981     26.765    5.01666423    1.25539544   81.18044054 
450974.000    30.4866924601   114.5909096082     26.768    5.02604088    1.26655655   81.19444207 
450975.000    30.4866924626   114.5909096067     26.769    5.02892258    1.26886482   81.19959985 
450976.000    30.4866924585   114.5909096093     26.770    5.03565750    1.26774508   81.19459632 
450977.000    30.4866924495   114.5909096121     26.769    5.03614868    1.26796418   81.19547250 
450978.000    30.4866924525   114.5909096051     26.768    5.03396546    1.26578263   81.19804284 
450979.000    30.4866924665   114.5909095997     26.768    5.03355834    1.26228613   81.19721894 
450980.000    30.4866924717   114.5909096001     26.769    5.03213996    1.26762620   81.20347362 
450981.000    30.4866924712   114.5909096171     26.771    5.03172025    1.26767125   81.20197052 
450982.000    30.4866924643   114.5909096225     26.772    5.03754266    1.26910186   81.20475248 
450983.000    30.4866924619   114.5909096182     26.772    5.04024627    1.28007047   81.20881262 
450984.000    30.4866924598   114.5909096073     26.771    5.03684623    1.28478395   81.20932968 
450985.000    30.4866924612   114.5909096110     26.768    5.03174779    1.28906640   81.21076112 
450986.000    30.4866924561   114.5909096129     26.768    5.02633366    1.29409016   81.21296077 
450987.000    30.4866924453   114.5909096069     26.769    5.03042247    1.29654854   81.21695685 
450988.000    30.4866924387   114.5909095974     26.769    5.01558698    1.30297136   81.21718212 
450989.000    30.4866924367   114.5909095953     26.770    5.03036111    1.30642148   81.21951987 
450990.000    30.4866924394   114.5909096073     26.771    5.01933093    1.29332444   81.22019993 
450991.000    30.4866924470   114.5909096084     26.770    5.01585606    1.29031842   81.22076664 
450992.000    30.4866924577   114.5909095952     26.769    5.02686478    1.28371050   81.22974019 
450993.000    30.4866924528   114.5909095971     26.768    5.02869646    1.27898151   81.23072608 
450994.000    30.4866925397   114.5909108253     26.769    5.08512522    1.36882156   81.23184285 
450995.000    30.4866932045   114.5909176686     26.769    5.16429320    1.72062757   81.19651510 
450996.000    30.4866949408   114.5909351702     26.760    5.08823205    1.82069228   81.20637161 
