+ (1)  软件版本信息
-      软件版本 = " version:2.3.0725 "
-      版权声明 = " 武汉迈普时空导航科技有限公司@CopyRight 2011-2018 "

+ (2)  数据路径
-      工程路径 = " E:/NavData/IntegratedNavData/20200703wnlbs/2/2.ini "
-      数据(基站) = " E:/NavData/IntegratedNavData/20200703wnlbs/GSL1-2020_07_03.20o "
-      数据(流动) = " E:/NavData/IntegratedNavData/20200703wnlbs/Com18_0703133220_2.20O "
-      数据(结果) = " E:/NavData/IntegratedNavData/20200703wnlbs/2/GNSS "

+ (3)  重要处理参数
-      处理模式 = " 动态差分后处理(PPK) "
-      目标杆臂信息 = " -0.700,-0.250,-0.700 "
-      基准站的坐标 = "   30 29 17.598715, 114 33 26.740074, 72.2410(m),  0.0000(m),GSL1-2020_07_03 "
-      卫星定位系统 = "  +GPS +北斗 "

+ (4)  时间信息
-      时间(导出) = " 2020/07/13 11:22:51 "
-      时间(数据) = " 2020/07/03 05:32:41 ~ 2020/07/03 05:54:17 "
-      时间(处理) = " 2020/07/03 05:32:41 ~ 2020/07/03 05:54:17 "

+ (5)  结果描述
-      平面投影信息 = 3度带投影,带号38,中央经线114,投影类型:高斯投影

+ (6)  文本输出信息
-      GPSTime      = GPS周内秒                         
-      Latitude     = 纬度                             
-      Longitude    = 经度                             
-      H-Ell        = 椭球高                            
-      ECEF X       = ECEF X                         
-      ECEF Y       = ECEF Y                         
-      ECEF Z       = ECEF Z                         
----------------------------------END OF HEADER--------------------------------------

   GPSTime         Latitude        Longitude      H-Ell         ECEF X         ECEF Y         ECEF Z  
     (sec)            (Deg)            (Deg)        (m)            (m)            (m)            (m)  
452773.000    30.4506018882   114.6294238806     20.383   -2293415.913    5002465.892    3213545.139 
452774.000    30.4505748948   114.6292441196     20.388   -2293400.851    5002474.469    3213542.562 
452775.000    30.4505492300   114.6290667809     20.378   -2293385.965    5002482.871    3213540.104 
452776.000    30.4505241748   114.6288931968     20.356   -2293371.389    5002491.081    3213537.699 
452777.000    30.4504998149   114.6287213756     20.407   -2293356.976    5002499.243    3213535.396 
452778.000    30.4504755317   114.6285495361     20.384   -2293342.532    5002507.343    3213533.064 
452779.000    30.4504509839   114.6283794631     20.408   -2293328.267    5002515.423    3213530.730 
452780.000    30.4504260690   114.6282108853     20.405   -2293314.130    5002523.440    3213528.347 
452781.000    30.4504010389   114.6280410062     20.406   -2293299.885    5002531.519    3213525.956 
452782.000    30.4503758700   114.6278716463     20.425   -2293285.694    5002539.598    3213523.560 
452783.000    30.4503483853   114.6277030693     20.382   -2293271.603    5002547.715    3213520.912 
452786.000    30.4502667747   114.6271934660     20.370   -2293229.016    5002572.271    3213513.106 
452787.000    30.4502417783   114.6270243043     20.383   -2293214.836    5002580.328    3213510.724 
452788.000    30.4502174093   114.6268556988     20.321   -2293200.663    5002588.273    3213508.364 
452789.000    30.4501929997   114.6266875236     20.339   -2293186.557    5002596.264    3213506.040 
452790.000    30.4501681251   114.6265181771     20.356   -2293172.359    5002604.326    3213503.671 
452791.000    30.4501437498   114.6263454458     20.286   -2293157.823    5002612.429    3213501.306 
452792.000    30.4501191052   114.6261699244     20.278   -2293143.072    5002620.707    3213498.947 
452793.000    30.4500939969   114.6259962092     20.263   -2293128.487    5002628.930    3213496.540 
452794.000    30.4500685283   114.6258259036     20.286   -2293114.222    5002637.065    3213494.117 
452795.000    30.4500427869   114.6256587385     20.305   -2293100.236    5002645.084    3213491.667 
452796.000    30.4500166095   114.6254956683     20.319   -2293086.616    5002652.959    3213489.172 
452797.000    30.4499887774   114.6253368493     20.309   -2293073.397    5002660.729    3213486.507 
452798.000    30.4499600841   114.6251803741     20.309   -2293060.406    5002668.457    3213483.765 
452799.000    30.4499304302   114.6250232522     20.299   -2293047.378    5002676.251    3213480.926 
452800.000    30.4499000515   114.6248673047     20.271   -2293034.463    5002684.022    3213478.008 
452801.000    30.4498688628   114.6247141357     20.230   -2293021.804    5002691.713    3213475.007 
452802.000    30.4498365319   114.6245633079     20.240   -2293009.396    5002699.408    3213471.922 
452803.000    30.4498040409   114.6244160094     20.227   -2292997.290    5002706.952    3213468.810 
452804.000    30.4497727372   114.6242720399     20.199   -2292985.442    5002714.291    3213465.804 
452805.000    30.4497421529   114.6241314472     20.179   -2292973.876    5002721.464    3213462.872 
452806.000    30.4497080204   114.6239963143     20.169   -2292962.872    5002728.607    3213459.604 
452807.000    30.4496698862   114.6238675164     20.144   -2292952.510    5002735.689    3213455.947 
452808.000    30.4496306462   114.6237432806     20.072   -2292942.555    5002742.609    3213452.160 
452809.000    30.4495924698   114.6236262114     19.999   -2292933.201    5002749.187    3213448.475 
452810.000    30.4495545411   114.6235144865     19.890   -2292924.294    5002755.510    3213444.795 
452811.000    30.4495175152   114.6234063416     19.894   -2292915.719    5002761.731    3213441.258 
452812.000    30.4494822253   114.6233014532     19.898   -2292907.389    5002767.735    3213437.888 
452813.000    30.4494479941   114.6232007709     19.910   -2292899.403    5002773.521    3213434.622 
452814.000    30.4494152490   114.6231040523     19.919   -2292891.728    5002779.071    3213431.497 
452815.000    30.4493834706   114.6230098331     19.930   -2292884.249    5002784.473    3213428.466 
452816.000    30.4493503707   114.6229152105     19.931   -2292876.762    5002789.952    3213425.303 
452817.000    30.4493147767   114.6228189271     19.943   -2292869.193    5002795.632    3213421.907 
452818.000    30.4492765920   114.6227200143     19.899   -2292861.434    5002801.506    3213418.236 
452819.000    30.4492363112   114.6226209028     19.891   -2292853.720    5002807.523    3213414.382 
452820.000    30.4491944883   114.6225198663     19.902   -2292845.881    5002813.711    3213410.391 
452821.000    30.4491514452   114.6224162902     19.915   -2292837.849    5002820.064    3213406.284 
452822.000    30.4491057646   114.6223088061     19.892   -2292829.525    5002826.680    3213401.906 
452823.000    30.4490571487   114.6221975811     19.874   -2292820.945    5002833.600    3213397.251 
452824.000    30.4490072954   114.6220875771     19.897   -2292812.515    5002840.566    3213392.498 
452825.000    30.4489567931   114.6219805530     19.879   -2292804.346    5002847.414    3213387.662 
452826.000    30.4489055090   114.6218772282     19.921   -2292796.539    5002854.201    3213382.782 
452827.000    30.4488541910   114.6217764556     19.899   -2292788.934    5002860.838    3213377.867 
452828.000    30.4488037929   114.6216781651     19.882   -2292781.525    5002867.332    3213373.042 
452829.000    30.4487547725   114.6215829858     19.816   -2292774.338    5002873.592    3213368.323 
452830.000    30.4487065546   114.6214896144     19.745   -2292767.288    5002879.735    3213363.679 
452831.000    30.4486569778   114.6213962052     19.747   -2292760.293    5002886.007    3213358.942 
452832.000    30.4486064005   114.6213013545     19.608   -2292753.145    5002892.277    3213354.038 
452833.000    30.4485551799   114.6212049591     19.533   -2292745.900    5002898.692    3213349.105 
452834.000    30.4485022627   114.6211063502     19.465   -2292738.503    5002905.286    3213344.013 
452835.000    30.4484487695   114.6210074535     19.355   -2292731.081    5002911.890    3213338.845 
452836.000    30.4483957059   114.6209101048     19.267   -2292723.791    5002918.427    3213333.729 
452837.000    30.4483411561   114.6208104751     19.111   -2292716.312    5002925.077    3213328.436 
452838.000    30.4482847777   114.6207073930     18.933   -2292708.567    5002931.942    3213322.958 
452839.000    30.4482272582   114.6206011351     18.769   -2292700.576    5002939.002    3213317.377 
452840.000    30.4481692984   114.6204935956     18.555   -2292692.466    5002946.098    3213311.730 
452841.000    30.4481100824   114.6203836737     18.391   -2292684.194    5002953.392    3213305.987 
452842.000    30.4480499984   114.6202726389     18.189   -2292675.833    5002960.746    3213300.143 
452843.000    30.4479885873   114.6201593720     17.990   -2292667.308    5002968.258    3213294.172 
452844.000    30.4479269079   114.6200452679     17.793   -2292658.718    5002975.820    3213288.178 
452845.000    30.4478662727   114.6199329858     17.635   -2292650.276    5002983.286    3213282.303 
452846.000    30.4478066284   114.6198223161     17.388   -2292641.919    5002990.567    3213276.477 
452847.000    30.4477470816   114.6197124081     17.231   -2292633.660    5002997.883    3213270.707 
452848.000    30.4476880855   114.6196033865     17.045   -2292625.454    5003005.112    3213264.974 
452849.000    30.4476298155   114.6194961982     16.819   -2292617.377    5003012.201    3213259.291 
452850.000    30.4475723919   114.6193907816     16.630   -2292609.448    5003019.203    3213253.707 
452851.000    30.4475160688   114.6192872602     16.479   -2292601.673    5003026.103    3213248.247 
452852.000    30.4474611704   114.6191853934     16.304   -2292593.999    5003032.846    3213242.912 
452853.000    30.4474076459   114.6190853156     16.165   -2292586.464    5003039.475    3213237.726 
452854.000    30.4473552940   114.6189872121     15.995   -2292579.061    5003045.941    3213232.637 
452855.000    30.4473038273   114.6188915151     15.839   -2292571.854    5003052.276    3213227.639 
452856.000    30.4472537410   114.6187977399     15.686   -2292564.782    5003058.467    3213222.775 
452857.000    30.4472058304   114.6187056194     15.563   -2292557.815    5003064.503    3213218.133 
452858.000    30.4471592962   114.6186157745     15.434   -2292551.013    5003070.373    3213213.620 
452859.000    30.4471137363   114.6185287976     15.316   -2292544.442    5003076.088    3213209.207 
452860.000    30.4470690596   114.6184448625     15.253   -2292538.135    5003081.679    3213204.905 
452861.000    30.4470245635   114.6183636953     15.176   -2292532.062    5003087.139    3213200.613 
453249.000    30.4417764566   114.6166113278     14.064   -2292501.442    5003424.390    3212698.462 
453250.000    30.4416677930   114.6166010873     14.651   -2292503.301    5003430.808    3212688.373 
453251.000    30.4415605219   114.6165841947     15.173   -2292504.523    5003437.371    3212678.385 
453252.000    30.4414580629   114.6165637166     15.762   -2292505.344    5003443.885    3212668.891 
453253.000    30.4413609483   114.6165410868     16.280   -2292505.826    5003450.155    3212659.872 
453254.000    30.4412677004   114.6165164124     16.739   -2292506.017    5003456.263    3212651.191 
453255.000    30.4411848321   114.6164932249     17.191   -2292506.094    5003461.777    3212643.500 
453256.000    30.4411132320   114.6164716897     17.591   -2292506.032    5003466.608    3212636.859 
453257.000    30.4410508130   114.6164490010     17.947   -2292505.638    5003470.982    3212631.074 
